,model,lu_cd,lu_nm,trim,trim_idx,price,specs,opt
402,3196,41727,2015년형 (개별소비세 환원),Platinum A/T,2,38400000,"{'치수': '4,380', '전폭(㎜)': '1,805', '전고(㎜)': '1,590', '축거(㎜)': '2,645', '윤거(전)(㎜)': '1,565', '윤거(후)(㎜)': '1,560', '엔진': '4기통 터보 디젤', '배기량(㏄)': '1,598', '최고출력(ps/rpm)': '131 / 4,000', '최대토크(kgm/rpm)': '32.6 / 1,750', '구동': 'FF', '변속기': '무단(CVT)', '파워스티어링': '전자식', '서스펜션(전/후)': '맥퍼슨 스트럿 / 토션빔', '브레이크(전/후)': '벤틸레이티드 디스크 / 디스크', '타이어': '225/45R19', '휠': '7.0J x 19 알로이', '연비': '경유', '복합연비(㎞/ℓ)': '13.8', '도심연비(㎞/ℓ)': '12.8', '고속연비(㎞/ℓ)': '15.2', 'CO₂배출(g/㎞)': '143', '공차중량(㎏)': '1,598', '연료탱크(ℓ)': '55', '성능': '11.1', '최고속도(㎞/h)': '183', '승차정원(인)': '5'}","{'안전': '운전석, 동반석, 사이드(앞), 커튼(앞뒤)', '주행안전': 'ABS, 전자식 트랙션 콘트롤 , 스테빌리티 컨트롤, 전자식 제동력 분배 시스템, BAS, 충돌경고장치, 차선 이탈 경고', '기타': '루프랙, 자동 앞 유리창 와이퍼 , 레인 센서', '외장': 'LED, 오토라이트', '리어램프': 'LED', '안개등': '기본적용', '아웃사이드미러': '전동조절, 열선내장, ECM, 사이드 리피터', '룸미러': 'ECM', '시트': '2+3', '시트재질': '가죽/인조가죽', '운전석': '열선내장, 전동조절-3way', '동승석': '열선내장', '2열': '6:4 분할 폴딩', '에어컨': '2 존 오토', '편의': '알로이&레더 다기능, 틸트 & 텔레스코픽 조절', '파워윈도우': '앞/뒤', '주차보조시스템': '프론트 파킹 어시스턴스 , 가이드 맵 표시, 리어 파킹 어시스턴스 , 자동 주차, 360도 뷰 파킹 카메라', '무선도어잠금장치': '기본적용', '버튼시동 스마트키': '기본적용', '크루즈컨트롤': '기본적용', 'A/V': 'CDP, MP3', '스피커': '6 스피커', '단자': 'Pod, AUX, USB', '내비게이션': '기본적용'}"
403,3235,42491,,S A/T,0,26900000,"{'엔진': 'MR16', '연료': '가솔린', '배기량 (cc)': '1,618', '최고출력 (ps/rpm)': '190/5,600', '최대토크 (kg.m/rpm)': '24.5/2,000~5,200', '공회전 제한장치': '', '친환경': '', '전기': '', '배터리 전압 (V)': '', '배터리 용량 (Ah)': '', '충전 용량 (kWh)': '', '모터 최고출력 (ps)': '', '모터 최대토크 (kg.m)': '', '충전방식 (완속)': '', '충전시간 (완속) (시간)': '', '충전방식 (급속)': '', '충전시간 (급속) (분)': '', '구동': 'FF', '변속기': 'CVT (무단)', '서스펜션 (전)': '독립식 스트럿', '서스펜션 (후)': '토션빔', '브레이크 (전)': '벤틸레이티드 디스크', '브레이크 (후)': '디스크', '타이어 (전)': '215/55R', '타이어 (후)': '215/55R', '휠 (전) (인치)': '알로이 17', '휠 (후) (인치)': '알로이 17', '연비': '12.0', '도심연비 (km/ℓ)': '11.2', '고속연비 (km/ℓ)': '13.0', 'CO₂ 배출 (g/km)': '142', '에너지소비효율 (등급)': '3', '연비 (전기)': '', '도심연비 (전기) (km/kWh)': '', '고속연비 (전기) (km/kWh)': '', '항속거리 (km)': '', '제원': '4,135', '전폭 (mm)': '1,765', '전고 (mm)': '1,570', '축거 (mm)': '2,530', '윤거 (전) (mm)': '1,525', '윤거 (후) (mm)': '1,525', '오버행 (전) (mm)': '', '오버행 (후) (mm)': '', '승차정원': '5', '공차중량 (kg)': '1,355', '연료탱크 (ℓ)': '50', '적재함': '', '적재함 넓이 (mm)': '', '적재함 높이 (mm)': '', '적재량 (kg)': '', '성능': '', '최고속도 (km/h)': ''}","{'외관': '프로젝션, 바이제논 HID', '전방 안개등': '벌브형', '주간 주행등': '', '리어 램프': '벌브형, 보조 제동등', '루프': '', '도어포켓 라이트': '', '아웃 사이드미러': '방향지시등', '와이퍼': '후방 와이퍼', '자외선 차단유리': '', '발수 유리': '', '차음 유리': '', '머플러팁 형태': '싱글 머플러 팁', '내장': '', '파워윈도우': '앞좌석, 뒷좌석', '세이프티 파워윈도우': '', '스티어링 휠': '리모컨, 틸트, 속도 감응', '기어 노브': '스텝게이트', '룸미러': '', '뒷좌석 측면커튼': '', '뒷좌석 후면커튼': '', '안전': '운전석, 동승석, 사이드 (앞)', '주행안전': '차체 자세 제어, 구동력 제어, ABS, 제동력 분배, 샤시 통합 제어, 타이어 공기압 경고', '안전벨트': '프리텐셔너, 로드리미터, 뒷좌석 3점식 시트벨트', '보행자 안전': '', '후방충격 저감 시스템': '', '편의': '', '정속주행': '크루즈 컨트롤', '주차 브레이크': '핸들식', '엔진시동': '스마트 키, 버튼시동', '트렁크': '', '파워 아웃렛': '시거잭, USB', '주차보조': '후방감지', '시트': '2 + 3', '시트재질': '직물', '운전석': '전동조절시트', '동승석': '전동조절시트', '2열': '접이식 시트, 6:4 분할 접이, 유아용 시트 고정장치', '3열': '', '공조': '수동 온도조절, 자동 성에제거', '온도조절 범위': '', '뒷좌석 송풍구': '', '공기청정': '', '멀티미디어': '', '주요기능': '라디오, 블루투스 오디오 재생, 블루투스 전화, 오디오 입력, 오디오 파일 재생', '부가기능': '', '인터페이스': 'AUX, USB, 블루투스', '스피커': '6', '사운드시스템': ''}"
404,3235,42491,,SV A/T,1,28900000,"{'엔진': 'MR16', '연료': '가솔린', '배기량 (cc)': '1,618', '최고출력 (ps/rpm)': '190/5,600', '최대토크 (kg.m/rpm)': '24.5/2,000~5,200', '공회전 제한장치': '', '친환경': '', '전기': '', '배터리 전압 (V)': '', '배터리 용량 (Ah)': '', '충전 용량 (kWh)': '', '모터 최고출력 (ps)': '', '모터 최대토크 (kg.m)': '', '충전방식 (완속)': '', '충전시간 (완속) (시간)': '', '충전방식 (급속)': '', '충전시간 (급속) (분)': '', '구동': 'FF', '변속기': 'CVT (무단)', '서스펜션 (전)': '독립식 스트럿', '서스펜션 (후)': '토션빔', '브레이크 (전)': '벤틸레이티드 디스크', '브레이크 (후)': '디스크', '타이어 (전)': '215/55R', '타이어 (후)': '215/55R', '휠 (전) (인치)': '알로이 17', '휠 (후) (인치)': '알로이 17', '연비': '12.0', '도심연비 (km/ℓ)': '11.2', '고속연비 (km/ℓ)': '13.0', 'CO₂ 배출 (g/km)': '142', '에너지소비효율 (등급)': '3', '연비 (전기)': '', '도심연비 (전기) (km/kWh)': '', '고속연비 (전기) (km/kWh)': '', '항속거리 (km)': '', '제원': '4,135', '전폭 (mm)': '1,765', '전고 (mm)': '1,570', '축거 (mm)': '2,530', '윤거 (전) (mm)': '1,525', '윤거 (후) (mm)': '1,525', '오버행 (전) (mm)': '', '오버행 (후) (mm)': '', '승차정원': '5', '공차중량 (kg)': '1,355', '연료탱크 (ℓ)': '50', '적재함': '', '적재함 넓이 (mm)': '', '적재함 높이 (mm)': '', '적재량 (kg)': '', '성능': '', '최고속도 (km/h)': ''}","{'외관': '프로젝션, 바이제논 HID', '전방 안개등': '벌브형', '주간 주행등': '', '리어 램프': '벌브형, 보조 제동등', '루프': '선루프', '도어포켓 라이트': '', '아웃 사이드미러': '방향지시등', '와이퍼': '후방 와이퍼', '자외선 차단유리': '', '발수 유리': '', '차음 유리': '', '머플러팁 형태': '싱글 머플러 팁', '내장': '', '파워윈도우': '앞좌석, 뒷좌석', '세이프티 파워윈도우': '', '스티어링 휠': '가죽, 리모컨, 틸트, 속도 감응', '기어 노브': '스텝게이트', '룸미러': '', '뒷좌석 측면커튼': '', '뒷좌석 후면커튼': '', '안전': '운전석, 동승석, 사이드 (앞)', '주행안전': '차체 자세 제어, 구동력 제어, ABS, 제동력 분배, 샤시 통합 제어, 타이어 공기압 경고', '안전벨트': '프리텐셔너, 로드리미터, 뒷좌석 3점식 시트벨트', '보행자 안전': '', '후방충격 저감 시스템': '', '편의': '지원', '정속주행': '크루즈 컨트롤', '주차 브레이크': '핸들식', '엔진시동': '스마트 키, 버튼시동', '트렁크': '', '파워 아웃렛': '시거잭, USB', '주차보조': '후방감지, 후방카메라', '시트': '2 + 3', '시트재질': '가죽', '운전석': '열선, 전동조절시트', '동승석': '열선, 전동조절시트', '2열': '접이식 시트, 6:4 분할 접이, 유아용 시트 고정장치', '3열': '', '공조': '자동 온도조절, 자동 성에제거', '온도조절 범위': '', '뒷좌석 송풍구': '', '공기청정': '', '멀티미디어': '8', '주요기능': '내비게이션, 라디오, 블루투스 오디오 재생, 블루투스 전화, DMB 수신, 오디오 입력, 오디오 파일 재생', '부가기능': '터치스크린', '인터페이스': 'AUX, USB, 블루투스', '스피커': '6', '사운드시스템': ''}"
405,3154,41959,,2WD TX A/T,0,20600000,"{'엔진': '1.6 e-XDi', '연료': '디젤', '배기량 (cc)': '1,597', '최고출력 (ps/rpm)': '115/4,000', '최대토크 (kg.m/rpm)': '30.6/1,500~2,500', '공회전 제한장치': '', '친환경': '', '전기': '', '배터리 전압 (V)': '', '배터리 용량 (Ah)': '', '충전 용량 (kWh)': '', '모터 최고출력 (ps)': '', '모터 최대토크 (kg.m)': '', '충전방식 (완속)': '', '충전시간 (완속) (시간)': '', '충전방식 (급속)': '', '충전시간 (급속) (분)': '', '구동': 'FF', '변속기': '자동 6단', '서스펜션 (전)': '맥퍼슨 스트럿', '서스펜션 (후)': '토션빔', '브레이크 (전)': '벤틸레이티드 디스크', '브레이크 (후)': '디스크', '타이어 (전)': '205/60R', '타이어 (후)': '205/60R', '휠 (전) (인치)': '16', '휠 (후) (인치)': '16', '연비': '14.7', '도심연비 (km/ℓ)': '13.1', '고속연비 (km/ℓ)': '17.2', 'CO₂ 배출 (g/km)': '129', '에너지소비효율 (등급)': '2', '연비 (전기)': '', '도심연비 (전기) (km/kWh)': '', '고속연비 (전기) (km/kWh)': '', '항속거리 (km)': '', '제원': '4,195', '전폭 (mm)': '1,795', '전고 (mm)': '1,590', '축거 (mm)': '2,600', '윤거 (전) (mm)': '1,555', '윤거 (후) (mm)': '1,555', '오버행 (전) (mm)': '', '오버행 (후) (mm)': '', '승차정원': '5', '공차중량 (kg)': '1,395', '연료탱크 (ℓ)': '47', '적재함': '', '적재함 넓이 (mm)': '', '적재함 높이 (mm)': '', '적재량 (kg)': '', '성능': '', '최고속도 (km/h)': ''}","{'안전': '운전석, 동반석, 사이드(앞), 커튼(앞뒤)', '주행안전': 'ABS, 전자식 트랙션 콘트롤 , 스테빌리티 컨트롤, 전자식 제동력 분배 시스템, BAS', '기타': '가변식 앞 유리창 와이퍼', '외장': '할로겐', '리어램프': 'LED', '안개등': '', '아웃사이드미러': '전동조절, 열선내장, ECM', '룸미러': '', '시트': '2+3', '시트재질': '천', '운전석': '', '동승석': '', '2열': '6:4 분할 폴딩', '편의': '플라스틱 다기능, 틸트', '파워윈도우': '앞/뒤', '무선도어잠금장치': '기본적용', '버튼시동 스마트키': '', '크루즈컨트롤': '', 'A/V': '6 스피커', '단자': 'Pod, AUX, USB'}"
406,3154,41959,,2WD LX A/T,1,23460000,"{'엔진': '1.6 e-XDi', '연료': '디젤', '배기량 (cc)': '1,597', '최고출력 (ps/rpm)': '115/4,000', '최대토크 (kg.m/rpm)': '30.6/1,500~2,500', '공회전 제한장치': '', '친환경': '', '전기': '', '배터리 전압 (V)': '', '배터리 용량 (Ah)': '', '충전 용량 (kWh)': '', '모터 최고출력 (ps)': '', '모터 최대토크 (kg.m)': '', '충전방식 (완속)': '', '충전시간 (완속) (시간)': '', '충전방식 (급속)': '', '충전시간 (급속) (분)': '', '구동': 'FF', '변속기': '자동 6단', '서스펜션 (전)': '맥퍼슨 스트럿', '서스펜션 (후)': '토션빔', '브레이크 (전)': '벤틸레이티드 디스크', '브레이크 (후)': '디스크', '타이어 (전)': '215/45R', '타이어 (후)': '215/45R', '휠 (전) (인치)': '18', '휠 (후) (인치)': '18', '연비': '14.7', '도심연비 (km/ℓ)': '13.1', '고속연비 (km/ℓ)': '17.2', 'CO₂ 배출 (g/km)': '129', '에너지소비효율 (등급)': '2', '연비 (전기)': '', '도심연비 (전기) (km/kWh)': '', '고속연비 (전기) (km/kWh)': '', '항속거리 (km)': '', '제원': '4,195', '전폭 (mm)': '1,795', '전고 (mm)': '1,600', '축거 (mm)': '2,600', '윤거 (전) (mm)': '1,550', '윤거 (후) (mm)': '1,550', '오버행 (전) (mm)': '', '오버행 (후) (mm)': '', '승차정원': '5', '공차중량 (kg)': '1,395', '연료탱크 (ℓ)': '47', '적재함': '', '적재함 넓이 (mm)': '', '적재함 높이 (mm)': '', '적재량 (kg)': '', '성능': '', '최고속도 (km/h)': ''}","{'안전': '운전석, 동반석, 사이드(앞), 커튼(앞뒤), 무릎', '주행안전': 'ABS, 전자식 트랙션 콘트롤 , 스테빌리티 컨트롤, 전자식 제동력 분배 시스템, BAS', '기타': '루프랙, 자동 앞 유리창 와이퍼 , 레인 센서', '외장': '할로겐, 오토라이트', '리어램프': 'LED', '안개등': '기본적용', '아웃사이드미러': '전동조절, 열선내장, ECM, 사이드 리피터', '룸미러': '', '시트': '2+3', '시트재질': '인조가죽', '운전석': '열선내장', '동승석': '열선내장', '2열': '6:4 분할 폴딩', '편의': '알로이&레더 열선내장 다기능, 틸트 & 텔레스코픽 조절', '파워윈도우': '앞/뒤', '무선도어잠금장치': '기본적용', '버튼시동 스마트키': '기본적용', '크루즈컨트롤': '기본적용', 'A/V': '6 스피커', '단자': 'Pod, AUX, USB'}"
407,3154,41959,,2WD 엣지 에디션 A/T,2,23310000,"{'엔진': '1.6 e-XDi', '연료': '디젤', '배기량 (cc)': '1,597', '최고출력 (ps/rpm)': '115/4,000', '최대토크 (kg.m/rpm)': '30.6/1,500~2,500', '공회전 제한장치': '', '친환경': '', '전기': '', '배터리 전압 (V)': '', '배터리 용량 (Ah)': '', '충전 용량 (kWh)': '', '모터 최고출력 (ps)': '', '모터 최대토크 (kg.m)': '', '충전방식 (완속)': '', '충전시간 (완속) (시간)': '', '충전방식 (급속)': '', '충전시간 (급속) (분)': '', '구동': 'FF', '변속기': '자동 6단', '서스펜션 (전)': '맥퍼슨 스트럿', '서스펜션 (후)': '토션빔', '브레이크 (전)': '벤틸레이티드 디스크', '브레이크 (후)': '디스크', '타이어 (전)': '215/45R', '타이어 (후)': '215/45R', '휠 (전) (인치)': '18', '휠 (후) (인치)': '18', '연비': '14.7', '도심연비 (km/ℓ)': '13.1', '고속연비 (km/ℓ)': '17.2', 'CO₂ 배출 (g/km)': '129', '에너지소비효율 (등급)': '2', '연비 (전기)': '', '도심연비 (전기) (km/kWh)': '', '고속연비 (전기) (km/kWh)': '', '항속거리 (km)': '', '제원': '4,195', '전폭 (mm)': '1,795', '전고 (mm)': '1,600', '축거 (mm)': '2,600', '윤거 (전) (mm)': '1,550', '윤거 (후) (mm)': '1,550', '오버행 (전) (mm)': '', '오버행 (후) (mm)': '', '승차정원': '5', '공차중량 (kg)': '1,395', '연료탱크 (ℓ)': '47', '적재함': '', '적재함 넓이 (mm)': '', '적재함 높이 (mm)': '', '적재량 (kg)': '', '성능': '', '최고속도 (km/h)': ''}","{'안전': '운전석, 동반석, 사이드(앞), 커튼(앞뒤)', '주행안전': 'ABS, 전자식 트랙션 콘트롤 , 스테빌리티 컨트롤, 전자식 제동력 분배 시스템, BAS', '기타': '루프랙, 자동 앞 유리창 와이퍼 , 레인 센서', '외장': '할로겐, 오토라이트', '리어램프': 'LED', '안개등': '', '아웃사이드미러': '전동조절, 열선내장, ECM, 사이드 리피터', '룸미러': 'ECM, 하이패스', '시트': '2+3', '시트재질': '인조가죽', '운전석': '열선내장', '동승석': '열선내장', '2열': '6:4 분할 폴딩', '편의': '플라스틱 다기능, 틸트 & 텔레스코픽 조절', '파워윈도우': '앞/뒤', '무선도어잠금장치': '기본적용', '버튼시동 스마트키': '기본적용', '크루즈컨트롤': '', 'A/V': '6 스피커', '단자': 'Pod, AUX, USB'}"
408,3154,41959,,4WD TX A/T,3,22400000,"{'엔진': '1.6 e-XDi', '연료': '디젤', '배기량 (cc)': '1,597', '최고출력 (ps/rpm)': '115/4,000', '최대토크 (kg.m/rpm)': '30.6/1,500~2,500', '공회전 제한장치': '', '친환경': '', '전기': '', '배터리 전압 (V)': '', '배터리 용량 (Ah)': '', '충전 용량 (kWh)': '', '모터 최고출력 (ps)': '', '모터 최대토크 (kg.m)': '', '충전방식 (완속)': '', '충전시간 (완속) (시간)': '', '충전방식 (급속)': '', '충전시간 (급속) (분)': '', '구동': '4WD', '변속기': '자동 6단', '서스펜션 (전)': '맥퍼슨 스트럿', '서스펜션 (후)': '멀티링크', '브레이크 (전)': '벤틸레이티드 디스크', '브레이크 (후)': '디스크', '타이어 (전)': '205/60R', '타이어 (후)': '205/60R', '휠 (전) (인치)': '16', '휠 (후) (인치)': '16', '연비': '13.9', '도심연비 (km/ℓ)': '12.5', '고속연비 (km/ℓ)': '16.1', 'CO₂ 배출 (g/km)': '137', '에너지소비효율 (등급)': '2', '연비 (전기)': '', '도심연비 (전기) (km/kWh)': '', '고속연비 (전기) (km/kWh)': '', '항속거리 (km)': '', '제원': '4,195', '전폭 (mm)': '1,795', '전고 (mm)': '1,590', '축거 (mm)': '2,600', '윤거 (전) (mm)': '1,555', '윤거 (후) (mm)': '1,555', '오버행 (전) (mm)': '', '오버행 (후) (mm)': '', '승차정원': '5', '공차중량 (kg)': '1,495', '연료탱크 (ℓ)': '47', '적재함': '', '적재함 넓이 (mm)': '', '적재함 높이 (mm)': '', '적재량 (kg)': '', '성능': '', '최고속도 (km/h)': ''}","{'안전': '운전석, 동반석, 사이드(앞), 커튼(앞뒤)', '주행안전': 'ABS, 전자식 트랙션 콘트롤 , 스테빌리티 컨트롤, 전자식 제동력 분배 시스템, BAS', '기타': '가변식 앞 유리창 와이퍼', '외장': '할로겐', '리어램프': 'LED', '안개등': '기본적용', '아웃사이드미러': '전동조절, 열선내장, ECM', '룸미러': '', '시트': '2+3', '시트재질': '천', '운전석': '', '동승석': '', '2열': '6:4 분할 폴딩', '편의': '플라스틱 다기능, 틸트', '파워윈도우': '앞/뒤', '무선도어잠금장치': '기본적용', '버튼시동 스마트키': '', '크루즈컨트롤': '', 'A/V': '6 스피커', '단자': 'Pod, AUX, USB'}"
409,3154,41959,,4WD LX A/T,4,25260000,"{'엔진': '1.6 e-XDi', '연료': '디젤', '배기량 (cc)': '1,597', '최고출력 (ps/rpm)': '115/4,000', '최대토크 (kg.m/rpm)': '30.6/1,500~2,500', '공회전 제한장치': '', '친환경': '', '전기': '', '배터리 전압 (V)': '', '배터리 용량 (Ah)': '', '충전 용량 (kWh)': '', '모터 최고출력 (ps)': '', '모터 최대토크 (kg.m)': '', '충전방식 (완속)': '', '충전시간 (완속) (시간)': '', '충전방식 (급속)': '', '충전시간 (급속) (분)': '', '구동': '4WD', '변속기': '자동 6단', '서스펜션 (전)': '맥퍼슨 스트럿', '서스펜션 (후)': '멀티링크', '브레이크 (전)': '벤틸레이티드 디스크', '브레이크 (후)': '디스크', '타이어 (전)': '215/45R', '타이어 (후)': '215/45R', '휠 (전) (인치)': '18', '휠 (후) (인치)': '18', '연비': '13.9', '도심연비 (km/ℓ)': '12.5', '고속연비 (km/ℓ)': '16.1', 'CO₂ 배출 (g/km)': '137', '에너지소비효율 (등급)': '2', '연비 (전기)': '', '도심연비 (전기) (km/kWh)': '', '고속연비 (전기) (km/kWh)': '', '항속거리 (km)': '', '제원': '4,195', '전폭 (mm)': '1,795', '전고 (mm)': '1,600', '축거 (mm)': '2,600', '윤거 (전) (mm)': '1,550', '윤거 (후) (mm)': '1,550', '오버행 (전) (mm)': '', '오버행 (후) (mm)': '', '승차정원': '5', '공차중량 (kg)': '1,495', '연료탱크 (ℓ)': '47', '적재함': '', '적재함 넓이 (mm)': '', '적재함 높이 (mm)': '', '적재량 (kg)': '', '성능': '', '최고속도 (km/h)': ''}","{'안전': '운전석, 동반석, 사이드(앞), 커튼(앞뒤), 무릎', '주행안전': 'ABS, 전자식 트랙션 콘트롤 , 스테빌리티 컨트롤, 전자식 제동력 분배 시스템, BAS', '기타': '루프랙, 자동 앞 유리창 와이퍼 , 레인 센서', '외장': '할로겐, 오토라이트', '리어램프': 'LED', '안개등': '기본적용', '아웃사이드미러': '전동조절, 열선내장, ECM, 사이드 리피터', '룸미러': '', '시트': '2+3', '시트재질': '인조가죽', '운전석': '열선내장', '동승석': '열선내장', '2열': '6:4 분할 폴딩', '편의': '알로이&레더 열선내장 다기능, 틸트 & 텔레스코픽 조절', '파워윈도우': '앞/뒤', '무선도어잠금장치': '기본적용', '버튼시동 스마트키': '기본적용', '크루즈컨트롤': '기본적용', 'A/V': '6 스피커', '단자': 'Pod, AUX, USB'}"
410,3154,41959,,4WD 엣지 에디션 A/T,5,25110000,"{'엔진': '1.6 e-XDi', '연료': '디젤', '배기량 (cc)': '1,597', '최고출력 (ps/rpm)': '115/4,000', '최대토크 (kg.m/rpm)': '30.6/1,500~2,500', '공회전 제한장치': '', '친환경': '', '전기': '', '배터리 전압 (V)': '', '배터리 용량 (Ah)': '', '충전 용량 (kWh)': '', '모터 최고출력 (ps)': '', '모터 최대토크 (kg.m)': '', '충전방식 (완속)': '', '충전시간 (완속) (시간)': '', '충전방식 (급속)': '', '충전시간 (급속) (분)': '', '구동': '4WD', '변속기': '자동 6단', '서스펜션 (전)': '맥퍼슨 스트럿', '서스펜션 (후)': '멀티링크', '브레이크 (전)': '벤틸레이티드 디스크', '브레이크 (후)': '디스크', '타이어 (전)': '215/45R', '타이어 (후)': '215/45R', '휠 (전) (인치)': '18', '휠 (후) (인치)': '18', '연비': '13.9', '도심연비 (km/ℓ)': '12.5', '고속연비 (km/ℓ)': '16.1', 'CO₂ 배출 (g/km)': '137', '에너지소비효율 (등급)': '2', '연비 (전기)': '', '도심연비 (전기) (km/kWh)': '', '고속연비 (전기) (km/kWh)': '', '항속거리 (km)': '', '제원': '4,195', '전폭 (mm)': '1,795', '전고 (mm)': '1,600', '축거 (mm)': '2,600', '윤거 (전) (mm)': '1,550', '윤거 (후) (mm)': '1,550', '오버행 (전) (mm)': '', '오버행 (후) (mm)': '', '승차정원': '5', '공차중량 (kg)': '1,495', '연료탱크 (ℓ)': '47', '적재함': '', '적재함 넓이 (mm)': '', '적재함 높이 (mm)': '', '적재량 (kg)': '', '성능': '', '최고속도 (km/h)': ''}","{'안전': '운전석, 동반석, 사이드(앞), 커튼(앞뒤), 무릎', '주행안전': 'ABS, 전자식 트랙션 콘트롤 , 스테빌리티 컨트롤, 전자식 제동력 분배 시스템, BAS', '기타': '루프랙, 자동 앞 유리창 와이퍼 , 레인 센서', '외장': '할로겐, 오토라이트', '리어램프': 'LED', '안개등': '기본적용', '아웃사이드미러': '전동조절, 열선내장, ECM, 사이드 리피터', '룸미러': 'ECM, 하이패스', '시트': '2+3', '시트재질': '인조가죽', '운전석': '열선내장', '동승석': '열선내장', '2열': '6:4 분할 폴딩', '편의': '플라스틱 다기능, 틸트 & 텔레스코픽 조절', '파워윈도우': '앞/뒤', '무선도어잠금장치': '기본적용', '버튼시동 스마트키': '기본적용', '크루즈컨트롤': '', 'A/V': '6 스피커', '단자': 'Pod, AUX, USB'}"
411,3154,41958,,2WD TX A/T,0,20600000,"{'엔진': '1.6 e-XDi', '연료': '디젤', '배기량 (cc)': '1,597', '최고출력 (ps/rpm)': '115/4,000', '최대토크 (kg.m/rpm)': '30.6/1,500~2,500', '공회전 제한장치': '', '친환경': '', '전기': '', '배터리 전압 (V)': '', '배터리 용량 (Ah)': '', '충전 용량 (kWh)': '', '모터 최고출력 (ps)': '', '모터 최대토크 (kg.m)': '', '충전방식 (완속)': '', '충전시간 (완속) (시간)': '', '충전방식 (급속)': '', '충전시간 (급속) (분)': '', '구동': 'FF', '변속기': '자동 6단', '서스펜션 (전)': '맥퍼슨 스트럿', '서스펜션 (후)': '토션빔', '브레이크 (전)': '벤틸레이티드 디스크', '브레이크 (후)': '디스크', '타이어 (전)': '205/60R', '타이어 (후)': '205/60R', '휠 (전) (인치)': '16', '휠 (후) (인치)': '16', '연비': '14.7', '도심연비 (km/ℓ)': '13.1', '고속연비 (km/ℓ)': '17.2', 'CO₂ 배출 (g/km)': '129', '에너지소비효율 (등급)': '2', '연비 (전기)': '', '도심연비 (전기) (km/kWh)': '', '고속연비 (전기) (km/kWh)': '', '항속거리 (km)': '', '제원': '4,195', '전폭 (mm)': '1,795', '전고 (mm)': '1,590', '축거 (mm)': '2,600', '윤거 (전) (mm)': '1,555', '윤거 (후) (mm)': '1,555', '오버행 (전) (mm)': '', '오버행 (후) (mm)': '', '승차정원': '5', '공차중량 (kg)': '1,395', '연료탱크 (ℓ)': '47', '적재함': '', '적재함 넓이 (mm)': '', '적재함 높이 (mm)': '', '적재량 (kg)': '', '성능': '', '최고속도 (km/h)': ''}","{'안전': '운전석, 동반석, 사이드(앞), 커튼(앞뒤)', '주행안전': 'ABS, 전자식 트랙션 콘트롤 , 스테빌리티 컨트롤, 전자식 제동력 분배 시스템, BAS', '기타': '가변식 앞 유리창 와이퍼', '외장': '할로겐', '리어램프': 'LED', '안개등': '', '아웃사이드미러': '전동조절, 열선내장, ECM', '룸미러': '', '시트': '2+3', '시트재질': '천', '운전석': '', '동승석': '', '2열': '6:4 분할 폴딩', '편의': '플라스틱 다기능, 틸트', '파워윈도우': '앞/뒤', '무선도어잠금장치': '기본적용', '버튼시동 스마트키': '', '크루즈컨트롤': '', 'A/V': '6 스피커', '단자': 'Pod, AUX, USB'}"
