,brand,seg,model,YM,title,sold
8629,362,PC1,3275,201512,1-series,319
8630,376,PC1,3257,201512,Polo,210
8631,312,PC1,2143,201512,아베오,175
8632,427,PC1,3048,201512,500,53
8633,376,PC1,2642,201512,Beetle,34
8634,367,PC1,3282,201512,Clubman,28
8635,349,PC1,3094,201512,A-Class,21
8636,362,PC1,3149,201512,i3,20
8637,427,PC1,3049,201512,500C,19
8638,376,PC1,3217,201512,New Scirocco,19
8639,514,PC1,3188,201512,Leaf,3
8640,362,PC1,3130,201512,2 Series,2
8641,303,PC2,3259,201512,아반떼,13451
8642,307,PC2,3321,201512,K3,3611
8643,307,PC2,2588,201512,K3,3592
8644,321,PC2,3191,201512,SM3,2001
8645,312,PC2,3242,201512,뉴 크루즈,1897
8646,349,PC2,3140,201512,C-class,937
8647,376,PC2,3095,201512,Golf,594
8648,371,PC2,2408,201512,A4,421
8649,362,PC2,3251,201512,2-series (Active Tourer),358
8650,303,PC2,3241,201512,더 뉴 i30,331
8651,394,PC2,3232,201512,XE,308
8652,371,PC2,3145,201512,A3,234
8653,491,PC2,2243,201512,Prius,201
8654,376,PC2,3229,201512,Jetta,183
8655,321,PC2,3143,201512,SM3 Z.E.,163
8656,413,PC2,3198,201512,308,152
8657,349,PC2,3147,201512,CLA-Class,147
8658,459,PC2,2548,201512,V40,120
8659,303,PC2,3252,201512,벨로스터,117
8660,349,PC2,3286,201512,B-class,56
8661,546,PC2,2788,201512,ATS,53
8662,486,PC2,3189,201512,CT,49
8663,486,PC2,3098,201512,IS,24
8664,307,PC2,3108,201512,K3 쿱,19
8665,569,PC2,2474,201512,Focus,19
8666,500,PC2,2838,201512,Civic,12
8667,459,PC2,3240,201512,V40 Cross Country,9
8668,303,PC2,3104,201512,더 뉴 아반떼,3
8669,303,PC3,3151,201512,쏘나타 (2017),10736
8670,307,PC3,3260,201512,K5,7598
8671,321,PC3,3238,201512,SM5,2553
8672,362,PC3,3301,201512,3-series,1599
8673,303,PC3,3193,201512,LF쏘나타 HEV,1229
8674,312,PC3,2180,201512,말리부,1205
8675,486,PC3,2591,201512,ES,891
8676,303,PC3,2103,201512,쏘나타(YF),694
8677,307,PC3,3314,201512,K5 하이브리드,481
8678,509,PC3,3146,201512,Q50,378
8679,491,PC3,3218,201512,Camry,331
8680,376,PC3,2331,201512,CC,308
8681,362,PC3,3121,201512,4 Series,219
8682,303,PC3,3243,201512,i40,197
8683,569,PC3,3256,201512,Mondeo,171
8684,371,PC3,2411,201512,A5,162
8685,413,PC3,3222,201512,508,69
8686,459,PC3,2542,201512,S60,65
8687,546,PC3,3195,201512,CTS,59
8688,583,PC3,3168,201512,200,51
8689,303,PC3,3284,201512, LF쏘나타 PHEV,19
8690,459,PC3,3302,201512,V60 Cross Country,18
8691,459,PC3,2551,201512,V60,12
8692,459,PC3,3310,201512,S60 Cross Country,9
8693,422,PC3,3058,201512,DS5,4
8694,303,PC4,2129,201512,그랜저HG,9641
8695,312,PC4,3277,201512,임팔라,2699
8696,349,PC4,3096,201512,E-class,2643
8697,321,PC4,3210,201512,SM7,2134
8698,307,PC4,2682,201512,K7,1995
8699,303,PC4,3138,201512,그랜저HG HEV,1559
8700,362,PC4,2351,201512,5 Series,1434
8701,371,PC4,3270,201512,A6,1237
8702,303,PC4,3174,201512,아슬란,568
8703,307,PC4,3131,201512,K7 하이브리드,401
8704,514,PC4,2645,201512,Altima,324
8705,371,PC4,3271,201512,A7,310
8706,349,PC4,3228,201512,CLS,235
8707,500,PC4,3313,201512,Accord,218
8708,362,PC4,2366,201512,Gran Turismo,187
8709,573,PC4,3085,201512,MKZ,116
8710,316,PC4,2123,201512,알페온,114
8711,362,PC4,2354,201512,6 Series,50
8712,303,PC5,3119,201512,제네시스(DH),5972
8713,349,PC5,3128,201512,S-class,620
8714,304,PC5,3316,201512,EQ900,530
8715,303,PC5,2075,201512,에쿠스,479
8716,307,PC5,3221,201512,K9,413
8717,362,PC5,2357,201512,7 Series,185
8718,326,PC5,2166,201512,체어맨 W,145
8719,349,PC5,3261,201512,Maybach,113
8720,573,PC5,2491,201512,MKS,82
8721,583,PC5,3280,201512,300C,68
8722,371,PC5,3200,201512,A8,60
8723,486,PC5,2713,201512,LS,37
8724,569,PC5,2482,201512,Taurus,33
8725,459,PC5,2545,201512,S80,33
8726,509,PC5,3249,201512,Q70,27
8727,514,PC5,3278,201512,Maxima,18
8728,500,PC5,3248,201512,Legend,12
8729,390,PC5,3111,201512,Flying Spur,12
8730,390,PC5,2705,201512,New Continental,10
8731,394,PC5,2562,201512,XJ,6
8732,385,PC5,3118,201512,Wraith,6
8733,491,PC5,3109,201512,Avalon,5
8734,390,PC5,2708,201512,Mulsanne,3
8735,385,PC5,3219,201512,Ghost Series II,2
8736,385,PC5,2699,201512,Phantom,1
8737,307,RB~,2183,201512,레이 (2017),2592
8738,307,RB~,3116,201512,쏘울,269
8739,307,RB~,3148,201512,쏘울 EV (전기차),46
8740,307,RU2,3298,201512,스포티지,9541
8741,303,RU2,3250,201512,투싼(2017),5724
8742,326,RU2,3154,201512,티볼리,5212
8743,321,RU2,3080,201512,QM3,3018
8744,312,RU2,3054,201512,트랙스,1814
8745,326,RU2,3105,201512,뉴 코란도 C,1714
8746,376,RU2,2337,201512,Tiguan,1198
8747,399,RU2,3246,201512,Discovery Sport,519
8748,491,RU2,3322,201512,RAV4,260
8749,399,RU2,3312,201512,Range Rover Evoque,229
8750,514,RU2,3196,201512,Qashqai,174
8751,587,RU2,3233,201512,Renegade,174
8752,486,RU2,3204,201512,NX,152
8753,367,RU2,2445,201512,Countryman,116
8754,587,RU2,2468,201512,Wrangler,103
8755,349,RU2,3197,201512,GLA-Class,99
8756,371,RU2,3268,201512,New Q3,96
8757,514,RU2,3235,201512,Juke,78
8758,569,RU2,3283,201512,Kuga,60
8759,413,RU2,3135,201512,2008,51
8760,587,RU2,2471,201512,Compass,43
8761,573,RU2,3141,201512,MKC,40
8762,303,RU2,3084,201512,뉴 투싼 ix,12
8763,303,RU3,3273,201512,싼타페,12189
8764,307,RU3,3153,201512,쏘렌토,6201
8765,321,RU3,3173,201512,QM5,366
8766,399,RU3,2576,201512,Discovery,337
8767,371,RU3,2425,201512,Q5,318
8768,362,RU3,2371,201512,X3,199
8769,362,RU3,3169,201512,X4,158
8770,399,RU3,3122,201512,Ranger Rover Sport,146
8771,381,RU3,3230,201512,Cayenne,75
8772,459,RU3,2554,201512,XC60,67
8773,381,RU3,3137,201512,Macan,38
8774,587,RU3,3171,201512,Cherokee,34
8775,459,RU3,2556,201512,XC70,30
8776,349,RU3,2775,201512,G-class,16
8777,546,RU3,2508,201512,SRX,14
8778,486,RU3,2234,201512,RX,3
8779,500,RU3,3231,201512,CR-V,1
8780,509,RU3,3157,201512,QX50,1
8781,509,RU3,3158,201512,QX70,1
8782,303,RU5,3300,201512,맥스크루즈,1435
8783,326,RU5,2214,201512,렉스턴 W,915
8784,569,RU5,3274,201512,Explorer,240
8785,587,RU5,2465,201512,Grand Cherokee,210
8786,362,RU5,3127,201512,X5,200
8787,362,RU5,3203,201512,X6,192
8788,573,RU5,3307,201512,MKX,110
8789,376,RU5,3244,201512,Touareg,89
8790,569,RU5,2488,201512,Explorer,88
8791,399,RU5,3075,201512,Range Rover,86
8792,509,RU5,3160,201512,QX60,41
8793,514,RU5,3139,201512,Pathfinder,17
8794,500,RU5,2685,201512,Pilot,14
8795,349,RU5,2391,201512,M-Class,3
8796,307,RM~,3152,201512,카니발,4825
8797,312,RM~,2140,201512,올란도,2402
8798,326,RM~,3055,201512,코란도 투리스모,787
8799,307,RM~,3078,201512,카렌스,367
8800,491,RM~,2246,201512,Sienna,87
8801,413,RM~,2531,201512,3008,50
8802,500,RM~,2688,201512,Odyssey,37
8803,422,RM~,3136,201512,Grand C4 Picasso,32
8804,491,RM~,3262,201512,Prius V,15
8805,422,RM~,3227,201512,C4 Picasso,6
8806,583,RM~,2462,201512,Grand Voyager,1
8807,303,O~,1901,201512,포터2,8416
8808,307,O~,1907,201512,봉고3 트럭,4314
8809,303,O~,2009,201512,스타렉스,3816
8810,326,O~,2189,201512,코란도 스포츠,2578
8811,316,O~,2049,201512,다마스,631
8812,316,O~,2052,201512,라보,467
8813,307,~C,3239,201601,더 뉴 모닝,5209
8814,312,~C,3255,201601,스파크,4285
8815,307,~C,2183,201601,레이 (2017),1709
8816,316,~C,2049,201601,다마스,413
8817,316,~C,2052,201601,라보,345
8818,303,PC1,2126,201601,엑센트,1016
8819,307,PC1,3237,201601,더 뉴 프라이드,286
8820,367,PC1,3164,201601,Hatch,261
8821,376,PC1,3257,201601,Polo,138
8822,362,PC1,3275,201601,1-series,137
8823,349,PC1,3094,201601,A-Class,87
8824,367,PC1,3282,201601,Clubman,85
8825,312,PC1,2143,201601,아베오,74
8826,376,PC1,2642,201601,Beetle,29
8827,427,PC1,3048,201601,500,10
8828,427,PC1,3049,201601,500C,6
8829,422,PC1,2514,201601,DS3,6
8830,376,PC1,3217,201601,New Scirocco,2
8831,514,PC1,3188,201601,Leaf,2
8832,362,PC1,3149,201601,i3,2
8833,303,PC2,3259,201601,아반떼,6996
8834,307,PC2,3321,201601,K3,2294
8835,307,PC2,2588,201601,K3,2283
8836,312,PC2,3242,201601,뉴 크루즈,690
8837,303,PC2,3326,201601,아이오닉 hybrid,493
8838,376,PC2,3095,201601,Golf,479
8839,321,PC2,3191,201601,SM3,454
8840,349,PC2,3140,201601,C-class,335
8841,371,PC2,2408,201601,A4,212
8842,303,PC2,3241,201601,더 뉴 i30,174
8843,371,PC2,3145,201601,A3,166
8844,394,PC2,3232,201601,XE,155
8845,376,PC2,3229,201601,Jetta,148
8846,349,PC2,3147,201601,CLA-Class,131
8847,459,PC2,2548,201601,V40,92
8848,413,PC2,3198,201601,308,89
8849,303,PC2,3252,201601,벨로스터,56
8850,362,PC2,3251,201601,2-series (Active Tourer),55
8851,349,PC2,3286,201601,B-class,33
8852,486,PC2,3189,201601,CT,27
8853,546,PC2,2788,201601,ATS,23
8854,459,PC2,3240,201601,V40 Cross Country,17
8855,486,PC2,3098,201601,IS,13
8856,307,PC2,3108,201601,K3 쿱,11
8857,491,PC2,2243,201601,Prius,7
8858,569,PC2,2474,201601,Focus,6
8859,321,PC2,3143,201601,SM3 Z.E.,3
8860,500,PC2,2838,201601,Civic,1
8861,303,PC3,3151,201601,쏘나타 (2017),5035
8862,307,PC3,3260,201601,K5,3315
8863,303,PC3,2103,201601,쏘나타(YF),636
8864,307,PC3,3314,201601,K5 하이브리드,543
8865,362,PC3,3301,201601,3-series,535
8866,312,PC3,2180,201601,말리부,532
8867,321,PC3,3238,201601,SM5,529
8868,303,PC3,3193,201601,LF쏘나타 HEV,523
8869,486,PC3,2591,201601,ES,421
8870,509,PC3,3146,201601,Q50,350
8871,376,PC3,2331,201601,CC,195
8872,303,PC3,3243,201601,i40,122
8873,459,PC3,2542,201601,S60,119
8874,362,PC3,3121,201601,4 Series,108
8875,491,PC3,3218,201601,Camry,100
8876,569,PC3,3256,201601,Mondeo,94
8877,371,PC3,2411,201601,A5,92
8878,321,PC3,3319,201601,SM6,50
8879,583,PC3,3168,201601,200,42
8880,413,PC3,3222,201601,508,39
8881,546,PC3,3195,201601,CTS,23
8882,459,PC3,3310,201601,S60 Cross Country,21
8883,459,PC3,2551,201601,V60,18
8884,459,PC3,3302,201601,V60 Cross Country,16
8885,303,PC3,3284,201601, LF쏘나타 PHEV,13
8886,422,PC3,3058,201601,DS5,5
8887,303,PC4,2129,201601,그랜저HG,4419
8888,312,PC4,3277,201601,임팔라,1556
8889,349,PC4,3096,201601,E-class,1519
8890,307,PC4,2682,201601,K7,1023
8891,371,PC4,3270,201601,A6,814
8892,362,PC4,2351,201601,5 Series,695
8893,303,PC4,3138,201601,그랜저HG HEV,622
8894,321,PC4,3210,201601,SM7,361
8895,307,PC4,3323,201601,K7,270
8896,303,PC4,3174,201601,아슬란,266
8897,371,PC4,3271,201601,A7,217
8898,362,PC4,2366,201601,Gran Turismo,186
8899,349,PC4,3228,201601,CLS,177
8900,500,PC4,3313,201601,Accord,166
8901,514,PC4,2645,201601,Altima,100
8902,573,PC4,3085,201601,MKZ,97
8903,307,PC4,3131,201601,K7 하이브리드,80
8904,362,PC4,2354,201601,6 Series,41
8905,316,PC4,2123,201601,알페온,21
8906,303,PC5,3119,201601,제네시스(DH),2275
8907,304,PC5,3316,201601,EQ900,2164
8908,349,PC5,3128,201601,S-class,900
8909,307,PC5,3221,201601,K9,265
8910,362,PC5,2357,201601,7 Series,176
8911,349,PC5,3261,201601,Maybach,89
8912,326,PC5,2166,201601,체어맨 W,82
8913,569,PC5,2482,201601,Taurus,64
8914,371,PC5,3200,201601,A8,57
8915,459,PC5,2545,201601,S80,42
8916,583,PC5,3280,201601,300C,39
8917,573,PC5,2491,201601,MKS,39
8918,303,PC5,2075,201601,에쿠스,34
8919,514,PC5,3278,201601,Maxima,20
8920,486,PC5,2713,201601,LS,15
8921,390,PC5,3111,201601,Flying Spur,14
8922,390,PC5,2705,201601,New Continental,13
8923,509,PC5,3249,201601,Q70,11
8924,385,PC5,3219,201601,Ghost Series II,5
8925,491,PC5,3109,201601,Avalon,5
8926,500,PC5,3248,201601,Legend,2
8927,385,PC5,2699,201601,Phantom,1
8928,307,RB~,2183,201601,레이 (2017),1709
8929,307,RB~,3116,201601,쏘울,103
8930,307,RB~,3148,201601,쏘울 EV (전기차),6
8931,307,RU2,3298,201601,스포티지,4754
8932,303,RU2,3250,201601,투싼(2017),4469
8933,326,RU2,3154,201601,티볼리,3222
8934,326,RU2,3105,201601,뉴 코란도 C,723
8935,376,RU2,2337,201601,Tiguan,631
8936,321,RU2,3080,201601,QM3,613
8937,312,RU2,3054,201601,트랙스,548
8938,399,RU2,3246,201601,Discovery Sport,284
8939,399,RU2,3312,201601,Range Rover Evoque,241
8940,367,RU2,2445,201601,Countryman,138
8941,413,RU2,3135,201601,2008,103
8942,486,RU2,3204,201601,NX,96
8943,587,RU2,3233,201601,Renegade,94
8944,371,RU2,3268,201601,New Q3,89
8945,491,RU2,3322,201601,RAV4,86
8946,349,RU2,3197,201601,GLA-Class,85
8947,514,RU2,3196,201601,Qashqai,83
8948,514,RU2,3235,201601,Juke,47
8949,587,RU2,2468,201601,Wrangler,42
8950,569,RU2,3283,201601,Kuga,37
8951,573,RU2,3141,201601,MKC,19
8952,587,RU2,2471,201601,Compass,13
8953,307,RU3,3153,201601,쏘렌토,7567
8954,303,RU3,3273,201601,싼타페,5074
8955,349,RU3,3315,201601,GLC,619
8956,371,RU3,2425,201601,Q5,218
8957,399,RU3,2576,201601,Discovery,201
8958,500,RU3,3231,201601,CR-V,198
8959,459,RU3,2554,201601,XC60,110
8960,381,RU3,3230,201601,Cayenne,106
8961,321,RU3,3173,201601,QM5,91
8962,362,RU3,3169,201601,X4,81
8963,362,RU3,2371,201601,X3,79
8964,399,RU3,3122,201601,Ranger Rover Sport,78
8965,381,RU3,3137,201601,Macan,59
8966,459,RU3,2556,201601,XC70,28
8967,587,RU3,3171,201601,Cherokee,19
8968,312,RU3,2155,201601,캡티바,16
8969,546,RU3,2508,201601,SRX,3
8970,486,RU3,2234,201601,RX,2
8971,509,RU3,3157,201601,QX50,1
8972,509,RU3,3158,201601,QX70,1
8973,303,RU5,3300,201601,맥스크루즈,965
8974,569,RU5,3274,201601,Explorer,411
8975,349,RU5,3281,201601,GLE,306
8976,326,RU5,2214,201601,렉스턴 W,292
8977,362,RU5,3127,201601,X5,133
8978,362,RU5,3203,201601,X6,122
8979,587,RU5,2465,201601,Grand Cherokee,83
8980,399,RU5,3075,201601,Range Rover,70
8981,569,RU5,2488,201601,Explorer,68
8982,573,RU5,3307,201601,MKX,65
8983,376,RU5,3244,201601,Touareg,38
8984,509,RU5,3160,201601,QX60,28
8985,514,RU5,3139,201601,Pathfinder,8
8986,509,RU5,3225,201601,QX80,1
8987,307,RM~,3152,201601,카니발,5820
8988,312,RM~,2140,201601,올란도,788
8989,326,RM~,3055,201601,코란도 투리스모,403
8990,307,RM~,3078,201601,카렌스,191
8991,491,RM~,2246,201601,Sienna,55
8992,500,RM~,2688,201601,Odyssey,39
8993,413,RM~,2531,201601,3008,34
8994,422,RM~,3227,201601,C4 Picasso,31
8995,491,RM~,3262,201601,Prius V,15
8996,303,O~,1901,201601,포터2,8632
8997,307,O~,1907,201601,봉고3 트럭,4847
8998,303,O~,2009,201601,스타렉스,3840
8999,326,O~,2189,201601,코란도 스포츠,1849
9000,316,O~,2049,201601,다마스,413
9001,316,O~,2052,201601,라보,345
9002,303,O~,3297,201601,쏠라티,49
9003,312,~C,3255,201602,스파크,5852
9004,307,~C,3239,201602,더 뉴 모닝,5727
9005,307,~C,2183,201602,레이 (2017),1476
9006,316,~C,2052,201602,라보,437
9007,316,~C,2049,201602,다마스,421
9008,303,PC1,2126,201602,엑센트,1047
9009,367,PC1,3164,201602,Hatch,351
9010,307,PC1,3237,201602,더 뉴 프라이드,316
9011,349,PC1,3327,201602,A-class,168
9012,376,PC1,3257,201602,Polo,162
9013,362,PC1,3275,201602,1-series,162
9014,312,PC1,2143,201602,아베오,123
9015,367,PC1,3282,201602,Clubman,87
9016,376,PC1,2642,201602,Beetle,41
9017,427,PC1,3048,201602,500,27
9018,362,PC1,3149,201602,i3,12
9019,514,PC1,3188,201602,Leaf,10
9020,427,PC1,3049,201602,500C,9
9021,362,PC1,3130,201602,2 Series,3
9022,376,PC1,3217,201602,New Scirocco,2
9023,303,PC2,3259,201602,아반떼,7932
9024,307,PC2,3321,201602,K3,3506
9025,303,PC2,3326,201602,아이오닉 hybrid,1311
9026,312,PC2,3242,201602,뉴 크루즈,926
9027,321,PC2,3191,201602,SM3,857
9028,376,PC2,3095,201602,Golf,506
9029,349,PC2,3140,201602,C-class,276
9030,376,PC2,3229,201602,Jetta,207
9031,303,PC2,3241,201602,더 뉴 i30,191
9032,349,PC2,3147,201602,CLA-Class,162
9033,394,PC2,3232,201602,XE,137
9034,371,PC2,3145,201602,A3,89
9035,371,PC2,2408,201602,A4,83
9036,413,PC2,3198,201602,308,73
9037,349,PC2,3286,201602,B-class,71
9038,303,PC2,3252,201602,벨로스터,67
9039,362,PC2,3251,201602,2-series (Active Tourer),46
9040,459,PC2,2548,201602,V40,26
9041,546,PC2,2788,201602,ATS,22
9042,486,PC2,3189,201602,CT,21
9043,321,PC2,3143,201602,SM3 Z.E.,20
9044,486,PC2,3098,201602,IS,20
9045,459,PC2,3240,201602,V40 Cross Country,15
9046,307,PC2,3108,201602,K3 쿱,11
9047,371,PC2,3263,201602,A3 e-tron,9
9048,569,PC2,2474,201602,Focus,7
9049,491,PC2,2243,201602,Prius,4
9050,303,PC3,3151,201602,쏘나타 (2017),4839
9051,307,PC3,3260,201602,K5,3276
9052,321,PC3,3238,201602,SM5,1304
9053,362,PC3,3301,201602,3-series,634
9054,312,PC3,2180,201602,말리부,612
9055,303,PC3,3193,201602,LF쏘나타 HEV,583
9056,307,PC3,3314,201602,K5 하이브리드,339
9057,486,PC3,2591,201602,ES,320
9058,491,PC3,3218,201602,Camry,294
9059,321,PC3,3319,201602,SM6,287
9060,509,PC3,3146,201602,Q50,277
9061,376,PC3,2331,201602,CC,202
9062,376,PC3,2334,201602,Passat,165
9063,362,PC3,3121,201602,4 Series,134
9064,303,PC3,3243,201602,i40,107
9065,569,PC3,3256,201602,Mondeo,85
9066,459,PC3,2542,201602,S60,58
9067,371,PC3,2411,201602,A5,32
9068,546,PC3,3195,201602,CTS,31
9069,459,PC3,3302,201602,V60 Cross Country,28
9070,413,PC3,3222,201602,508,25
9071,459,PC3,3310,201602,S60 Cross Country,12
9072,459,PC3,2551,201602,V60,12
9073,583,PC3,3168,201602,200,11
9074,303,PC3,3284,201602, LF쏘나타 PHEV,8
9075,422,PC3,3337,201602,DS5,1
9076,307,PC4,3323,201602,K7,4354
9077,303,PC4,2129,201602,그랜저HG,3331
9078,349,PC4,3096,201602,E-class,1637
9079,307,PC4,2682,201602,K7,1581
9080,312,PC4,3277,201602,임팔라,1256
9081,362,PC4,2351,201602,5 Series,864
9082,321,PC4,3210,201602,SM7,639
9083,303,PC4,3138,201602,그랜저HG HEV,545
9084,371,PC4,3270,201602,A6,416
9085,500,PC4,3313,201602,Accord,286
9086,349,PC4,3228,201602,CLS,235
9087,514,PC4,2645,201602,Altima,228
9088,362,PC4,2366,201602,Gran Turismo,186
9089,371,PC4,3271,201602,A7,153
9090,303,PC4,3174,201602,아슬란,151
9091,307,PC4,3131,201602,K7 하이브리드,111
9092,573,PC4,3085,201602,MKZ,59
9093,362,PC4,3296,201602,6-series,44
9094,316,PC4,2123,201602,알페온,7
9095,303,PC5,3119,201602,제네시스(DH),2703
9096,304,PC5,3316,201602,EQ900,2476
9097,349,PC5,3128,201602,S-class,343
9098,307,PC5,3221,201602,K9,201
9099,362,PC5,3276,201602,7-series,116
9100,459,PC5,2545,201602,S80,78
9101,326,PC5,2166,201602,체어맨 W,65
9102,349,PC5,3261,201602,Maybach,54
9103,583,PC5,3280,201602,300C,54
9104,569,PC5,2482,201602,Taurus,51
9105,573,PC5,2491,201602,MKS,42
9106,371,PC5,3200,201602,A8,30
9107,509,PC5,3249,201602,Q70,26
9108,514,PC5,3278,201602,Maxima,17
9109,486,PC5,2713,201602,LS,14
9110,303,PC5,2075,201602,에쿠스,8
9111,491,PC5,3109,201602,Avalon,7
9112,390,PC5,3111,201602,Flying Spur,7
9113,390,PC5,2705,201602,New Continental,6
9114,385,PC5,3219,201602,Ghost Series II,2
9115,394,PC5,2562,201602,XJ,2
9116,500,PC5,3248,201602,Legend,1
9117,307,RB~,2183,201602,레이 (2017),1476
9118,307,RB~,3116,201602,쏘울,126
9119,303,RU2,3250,201602,투싼(2017),3812
9120,307,RU2,3298,201602,스포티지,3750
9121,326,RU2,3154,201602,티볼리,3374
9122,321,RU2,3080,201602,QM3,1036
9123,326,RU2,3105,201602,뉴 코란도 C,929
9124,376,RU2,2337,201602,Tiguan,873
9125,312,RU2,3054,201602,트랙스,754
9126,413,RU2,3135,201602,2008,222
9127,399,RU2,3246,201602,Discovery Sport,219
9128,399,RU2,3312,201602,Range Rover Evoque,164
9129,367,RU2,2445,201602,Countryman,144
9130,349,RU2,3197,201602,GLA-Class,137
9131,587,RU2,3233,201602,Renegade,118
9132,514,RU2,3196,201602,Qashqai,102
9133,491,RU2,3322,201602,RAV4,95
9134,486,RU2,3204,201602,NX,83
9135,371,RU2,3268,201602,New Q3,66
9136,569,RU2,3283,201602,Kuga,63
9137,362,RU2,3345,201602,X1,44
9138,514,RU2,3235,201602,Juke,44
9139,587,RU2,2468,201602,Wrangler,20
9140,573,RU2,3141,201602,MKC,13
9141,587,RU2,2471,201602,Compass,2
9142,303,RU3,3273,201602,싼타페,5985
9143,307,RU3,3153,201602,쏘렌토,5140
9144,349,RU3,3315,201602,GLC,443
9145,399,RU3,2576,201602,Discovery,194
9146,362,RU3,2371,201602,X3,140
9147,362,RU3,3169,201602,X4,138
9148,321,RU3,3173,201602,QM5,120
9149,500,RU3,3231,201602,CR-V,116
9150,399,RU3,3122,201602,Ranger Rover Sport,96
9151,381,RU3,3230,201602,Cayenne,94
9152,371,RU3,2425,201602,Q5,84
9153,459,RU3,2554,201602,XC60,48
9154,381,RU3,3137,201602,Macan,44
9155,587,RU3,3171,201602,Cherokee,17
9156,459,RU3,2556,201602,XC70,15
9157,509,RU3,3338,201602,QX50,15
9158,349,RU3,2775,201602,G-class,15
9159,546,RU3,2508,201602,SRX,3
9160,312,RU3,2155,201602,캡티바,2
9161,307,RU5,3334,201602,모하비,1054
9162,303,RU5,3300,201602,맥스크루즈,751
9163,326,RU5,2214,201602,렉스턴 W,413
9164,569,RU5,3274,201602,Explorer,305
9165,349,RU5,3281,201602,GLE,226
9166,362,RU5,3203,201602,X6,181
9167,362,RU5,3127,201602,X5,145
9168,587,RU5,2465,201602,Grand Cherokee,112
9169,573,RU5,3307,201602,MKX,78
9170,399,RU5,3075,201602,Range Rover,56
9171,500,RU5,3303,201602,Pilot,42
9172,376,RU5,3244,201602,Touareg,38
9173,509,RU5,3160,201602,QX60,34
9174,514,RU5,3139,201602,Pathfinder,24
9175,371,RU5,3344,201602,Q7,4
9176,307,RM~,3152,201602,카니발,3640
9177,312,RM~,2140,201602,올란도,1025
9178,326,RM~,3055,201602,코란도 투리스모,415
9179,307,RM~,3078,201602,카렌스,218
9180,491,RM~,2246,201602,Sienna,69
9181,413,RM~,2531,201602,3008,49
9182,422,RM~,3136,201602,Grand C4 Picasso,46
9183,500,RM~,2688,201602,Odyssey,44
9184,491,RM~,3262,201602,Prius V,16
9185,422,RM~,3227,201602,C4 Picasso,7
9186,583,RM~,2462,201602,Grand Voyager,2
9187,303,O~,1901,201602,포터2,7098
9188,307,O~,1907,201602,봉고3 트럭,4173
9189,303,O~,2009,201602,스타렉스,3152
9190,326,O~,2189,201602,코란도 스포츠,1786
9191,316,O~,2052,201602,라보,437
9192,316,O~,2049,201602,다마스,421
9193,303,O~,3297,201602,쏠라티,70
9194,312,~C,3255,201603,스파크,9174
9195,307,~C,3239,201603,더 뉴 모닝,7215
9196,307,~C,2183,201603,레이 (2017),1810
9197,316,~C,2049,201603,다마스,656
9198,316,~C,2052,201603,라보,563
9199,312,~C,3142,201603,스파크 EV,1
9200,303,PC1,2126,201603,엑센트,1735
9201,367,PC1,3164,201603,Hatch,630
9202,307,PC1,3237,201603,더 뉴 프라이드,380
9203,362,PC1,3275,201603,1-series,245
9204,367,PC1,3282,201603,Clubman,234
9205,349,PC1,3327,201603,A-class,189
9206,312,PC1,2143,201603,아베오,155
9207,376,PC1,3257,201603,Polo,106
9208,376,PC1,2642,201603,Beetle,49
9209,427,PC1,3048,201603,500,35
9210,362,PC1,3149,201603,i3,23
9211,427,PC1,3049,201603,500C,13
9212,514,PC1,3188,201603,Leaf,13
9213,362,PC1,3130,201603,2 Series,2
9214,303,PC2,3259,201603,아반떼,8753
9215,307,PC2,3321,201603,K3,3382
9216,376,PC2,3095,201603,Golf,1744
9217,303,PC2,3326,201603,아이오닉 hybrid,1250
9218,312,PC2,3242,201603,뉴 크루즈,1217
9219,321,PC2,3191,201603,SM3,869
9220,349,PC2,3140,201603,C-class,536
9221,349,PC2,3147,201603,CLA-Class,302
9222,303,PC2,3241,201603,더 뉴 i30,284
9223,394,PC2,3232,201603,XE,242
9224,371,PC2,3145,201603,A3,207
9225,376,PC2,3229,201603,Jetta,153
9226,371,PC2,2408,201603,A4,128
9227,349,PC2,3286,201603,B-class,106
9228,303,PC2,3252,201603,벨로스터,85
9229,413,PC2,3198,201603,308,81
9230,362,PC2,3251,201603,2-series (Active Tourer),77
9231,321,PC2,3143,201603,SM3 Z.E.,50
9232,459,PC2,2548,201603,V40,37
9233,459,PC2,3240,201603,V40 Cross Country,32
9234,486,PC2,3189,201603,CT,31
9235,486,PC2,3098,201603,IS,19
9236,546,PC2,2788,201603,ATS,15
9237,569,PC2,2474,201603,Focus,12
9238,307,PC2,3351,201603,K3 쿱,7
9239,491,PC2,3335,201603,Prius,5
9240,371,PC2,3263,201603,A3 e-tron,2
9241,321,PC3,3319,201603,SM6,6751
9242,303,PC3,3151,201603,쏘나타 (2017),5906
9243,307,PC3,3260,201603,K5,3923
9244,362,PC3,3301,201603,3-series,909
9245,321,PC3,3238,201603,SM5,867
9246,312,PC3,2180,201603,말리부,786
9247,486,PC3,3299,201603,ES,538
9248,303,PC3,3193,201603,LF쏘나타 HEV,527
9249,376,PC3,2334,201603,Passat,456
9250,491,PC3,3218,201603,Camry,363
9251,307,PC3,3314,201603,K5 하이브리드,332
9252,303,PC3,3243,201603,i40,299
9253,509,PC3,3146,201603,Q50,247
