,loc,year,month,day,유의파고 평균,최대파고 최고,최대파고 시간,파주기 평균,파주기 최고,평균풍속,평균 현지기압,평균습도,평균기온,평균수온
1867,22103,2016,11,13,0.5,1.3,23,4,9.1,5,1020.8,91,18.7,19.3
1868,22103,2016,11,14,1.6,4,11,5.7,7.1,8.5,1014.5,91,19.2,21
1869,22103,2016,11,15,1,2.7,9,4.3,5.8,8.9,1017.3,62,16.3,19.4
1870,22103,2016,11,16,0.6,1.4,3,5,8,3.7,1021.2,57,16,18.7
1871,22103,2016,11,17,0.6,1.5,24,4.8,8,6.1,1022.3,63,17.4,17.5
1872,22103,2016,11,18,1,2.7,23,4.7,5.8,6.7,1016.6,88,18.3,18.2
1873,22103,2016,11,19,1.1,2.5,2,5.8,7.1,6.1,1013.9,93,18.5,21.6
1874,22103,2016,11,20,0.5,1.8,23,4.6,6.4,5.6,1018.5,81,18.6,19.2
1875,22103,2016,11,중순,0.8,2.1,,5,7.4,6.1,1018.7,75,17.7,19
1876,22103,2016,11,21,1.1,2.6,8,5.3,5.8,7.8,1016,85,18.4,18.3
1877,22103,2016,11,22,1.1,3.1,21,4.6,5.3,8.7,1018.8,73,13.3,17.9
1878,22103,2016,11,23,1.3,2.6,1,4.7,5.3,9.1,1022.4,56,9.5,17.4
1879,22103,2016,11,24,1.4,3,4,4.5,5.3,11.1,1024.7,64,7.8,16.9
1880,22103,2016,11,25,0.7,1.9,1,5.1,8,5.9,1026.2,59,9.5,16
1881,22103,2016,11,26,0.6,1.8,21,4.9,7.1,5,1021.9,73,12.2,15.8
1882,22103,2016,11,27,0.9,1.9,23,3.8,4.6,7.9,1019.9,68,12.2,15.4
1883,22103,2016,11,28,1,2.2,20,3.8,4.6,9.2,1025.6,59,10.8,15.5
1884,22103,2016,11,29,0.8,2.2,4,4.1,4.9,7.3,1030.3,55,11.3,15.3
1885,22103,2016,11,30,0.9,1.8,22,4.4,4.9,7.4,1025.6,78,14.1,15.3
1886,22103,2016,11,하순,1,2.3,,4.5,5.6,7.9,1023.1,67,11.9,16.4
1887,22103,2016,11,월,0.9,2.3,,4.9,6.9,7.1,1021.2,69,15,18.1
1888,22103,2016,12,1,1.1,2.6,21,4.2,4.9,9.5,1025.7,64,12.6,x
1889,22103,2016,12,2,0.8,2.8,1,3.9,5.8,6.5,1028.9,48,10.2,15.5
1890,22103,2016,12,3,0.4,0.9,1,5.6,9.1,1.8,1025.4,64,12.5,16.5
1891,22103,2016,12,4,0.5,1.3,13,5.8,9.1,4.5,1018.7,75,13.5,17
1892,22103,2016,12,5,0.7,2.4,24,4.8,9.1,5.9,1018.3,75,14.4,14.5
1893,22103,2016,12,6,1.1,3.2,3,4.3,6.4,8.2,1024.2,57,8.7,14.6
1894,22103,2016,12,7,0.8,1.7,19,4.8,9.1,6.8,1022.1,62,11,14.3
1895,22103,2016,12,8,0.4,1.1,2,6.8,9.1,2.8,1018.8,63,11.6,14.6
1896,22103,2016,12,9,1.2,2.5,5,4.5,8,8.8,1018.3,65,11.8,14.7
1897,22103,2016,12,10,0.8,2,1,4.1,6.4,6.2,1023.6,46,9.2,14.8
1898,22103,2016,12,상순,0.8,2.1,,4.9,7.7,6.1,1022.4,62,11.6,15.2
1899,22103,2016,12,11,0.7,1.6,5,4.6,8,5.5,1025.8,55,10.3,14.8
1900,22103,2016,12,12,0.8,1.8,8,4.4,5.8,6.4,1021.5,77,14.6,15.4
1901,22103,2016,12,13,0.9,2.4,23,6.2,8,7.4,1015.7,78,13.2,16
1902,22103,2016,12,14,1.6,3.1,17,4.8,6.4,11.3,1017.9,66,7.6,15.2
1903,22103,2016,12,15,1.7,3.1,11,4.7,5.3,12.7,1022.2],67,5.9,14.6
1904,22103,2016,12,16,1.4,2.9,2,4.6,6.4,10.4,1026.6,65,5.5,14.8
1905,22103,2016,12,17,0.6>,1.7>,01>,5.3>,9.1>,5.6>,1029.7),67),8.8),15.7)
1906,22103,2016,12,18,0.4>,1.8>,24>,5.5>,8.0>,4.2>,1028.6,79,12.8,15.9
1907,22103,2016,12,19,1,2.9,13,4.8,5.3,5.7,1023.3),85,17.3,17.7
1908,22103,2016,12,20,0.8,2.2,24,5.6,7.1,5.5,1024.6,89,14.4,17
1909,22103,2016,12,중순,1,2.4,,5.1,6.9,7.5,1023.6,73,11,15.7
1910,22103,2016,12,21,1.6,4.8,21,5.7,7.1,8.9,1020.7,90,17.7,17.1
1911,22103,2016,12,22,2.7,5.5,7,7.3,8,12.4,1012.6,78,13.2,15.8
1912,22103,2016,12,23,2,4.3,3,5.8,7.1,12.8,1020.2,68,8,15
1913,22103,2016,12,24,1,2.4,1,8.4,12.8,5.4,1027.7,64,7.1,13.4
1914,22103,2016,12,25,0.7,1.4,5,10.5,12.8,5.5,1027.5,76,11.4,14.1
1915,22103,2016,12,26,1.1,2.5,20,5.5,10.7,7.7,1017.4,90,12.6,14.4
1916,22103,2016,12,27,1.7,3.2,12,4.9,6.4,12.3,1020.7,68,7.2,14.3
1917,22103,2016,12,28,1,2.3,2,6.6,9.1,6.8,1027.3,63,6,14.2
1918,22103,2016,12,29,1.2,2.4,12,4.2,4.6,10.3,1028.4,64,5.8,13.5
1919,22103,2016,12,30,0.8,2.9,4,5.1,8,5.7,1031,53,6,13
1920,22103,2016,12,31,0.5,1.4,3,4.7,9.1,5.6,1029.7,65,8,12.8
1921,22103,2016,12,하순,1.3,3,,6.2,8.7,8.5,1023.9,71,9.4,14.3
1922,22103,2016,12,월,1,2.5,,5.4,7.8,7.4,1023.3,69,10.6,15
1923,22103,2017,1,1,0.3,0.6,1,6.3,10.7,3.5,1027.8,68,10.5,14.8
1924,22103,2017,1,2,0.3,1,24,6.9,9.1,4.2,1022.5,71,12.6,15.9
1925,22103,2017,1,3,0.6>,1.3>,07>,3.5>,9.1>,6.1>,1023.1,64,10.7,15.5
1926,22103,2017,1,4,0.5,1.2,3,3.7,9.1,5.5,1022.6,63,11.5,15.7
1927,22103,2017,1,5,1.3,4.8,23,5,9.1,9.1,1023.4,75,12.4,16.1
1928,22103,2017,1,6,1.8>,4.7>,01>,6.4>,8.0>,10.0>,1024.4,72,12,16
1929,22103,2017,1,7,1.1,2.1,1,5,5.8,8.3,1018.7,80,12.4,15.7
1930,22103,2017,1,8,1.4>,3.4>,10>,5.8>,9.1>,9.3>,1012,78,12.3,15.5
1931,22103,2017,1,9,1.3,2.6,7,4.4,5.8,10.6,1016.1,67,9.4,14.9
1932,22103,2017,1,10,1.2>,2.6>,06>,4.2>,4.9>,10.1>,1021.3,64,6.9,13.9
1933,22103,2017,1,상순,1,2.4,,5.1,8.1,7.7,1021.2,70,11.1,15.4
1934,22103,2017,1,11,1.1,2.8,9,4,4.9,9.5,1024.5,59,4.5,13.6
1935,22103,2017,1,12,0.9>,1.8>,16>,3.8>,4.9>,8.3>,1019.3),62),8.1),13.5)
1936,22103,2017,1,13,1.3>,3.4>,19>,4.4>,6.4>,10.0>,1016.4,64,6.5,15
1937,22103,2017,1,14,1.6,3,22,4.8,5.3,12.9,1022.1,67,3.3,14.8
1938,22103,2017,1,15,1.3,3.3,7,4.4,4.9,10.7,1025.5,63,3,13.9
1939,22103,2017,1,16,1,2.4,7,5.3,9.1,7.3,1027,50,5.1,12.1
1940,22103,2017,1,17,0.6,1.3,15,9.1,12.8,3.3,1029.6,61,7.6,12.1
1941,22103,2017,1,18,0.6,1.2,6,6.4,10.7,4.7,1027.7,61,7.9,13.3
1942,22103,2017,1,19,0.7>,2.0>,24>,4.1>,4.9>,5.8>,1022.2,63,7.5,14.6
1943,22103,2017,1,20,2.2,5,10,5.6,8,13.5,1021,68,5.3,12.6
1944,22103,2017,1,중순,1.1,2.6,,5.2,7.2,8.6,1023.5,62,5.9,13.6
1945,22103,2017,1,21,1.1,2.8,4,6,10.7,8.3,1026.7,66,5,14.5
1946,22103,2017,1,22,1.7,3.3,6,5.1,6.4,12.3,1025.6,65,4.7,15.3
1947,22103,2017,1,23,1.4,3.1,2,4.5,6.4,11.5,1029.2,68,2.5,14.2
1948,22103,2017,1,24,1,2.4,3,4.1,9.1,9.2,1032.7,64,3.1,11.4
1949,22103,2017,1,25,0.8,1.7,8,4.5,9.1,6.3,1032.2,62,3.5,10.6
1950,22103,2017,1,26,0.5,1.4,2,4.1,8,3.9,1028.2,61,6.2,11.4
1951,22103,2017,1,27,1.2,2.7,7,5.1,6.4,8.8,1025.4,61,8.5,11.7
1952,22103,2017,1,28,0.5,1.3,1,5.5,8,3.4,1025.1,67,8.3,14.8
1953,22103,2017,1,29,0.8,2,13,5.5,9.1,5.2,1016.4,90,12.4,16.2
1954,22103,2017,1,30,1.7,3.5,13,4.8,7.1,11.5,1022.1,69,5.4,15.3
1955,22103,2017,1,31,0.8,2,1,7.3,10.7,4.3,1026.3,60,4.4,15
1956,22103,2017,1,하순,1,2.4,,5.1,8.3,7.7,1026.4,67,5.8,13.7
1957,22103,2017,1,월,1.1,2.5,,5.1,7.9,8,1023.8,66,7.5,14.2
1958,22103,2017,2,1,1.2,2.6,11,4.3,4.9,9.9,1026.2,58,5.3,14.5
1959,22103,2017,2,2,1,2.2,12,3.8,4.6,9.7,1028.1,51,6.1,13.7
1960,22103,2017,2,3,0.6,1.7,6,3.1,4.3,6.7,1025.3,57,8.2,12.8
1961,22103,2017,2,4,0.5,1.9,24,5.3,9.1,4.2,1019.3,68,12.1,13.5
1962,22103,2017,2,5,1.3,3.2,16,5,6.4,9.2,1013.2,81,9.8,13.7
1963,22103,2017,2,6,1.3,3.1,16,4.4,5.8,10.9,1020.3,63,6.4,15.1
1964,22103,2017,2,7,0.8,2.2,1,6.6,9.1,4.1,1023.2,59,6.2,14.6
1965,22103,2017,2,8,0.8,2.3,22,6.2,9.1,6.5,1017.7,62,7.4,15.2
1966,22103,2017,2,9,1.9,3.6,20,5,5.8,13.8,1014.6,69,3.8,14.2
1967,22103,2017,2,10,1.8,3.5,14,4.8,5.3,12.8,1017.6,71,2.4,13.9
1968,22103,2017,2,상순,1.1,2.6,,4.9,6.4,8.8,1020.6,64,6.8,14.1
1969,22103,2017,2,11,1.6,3.4,11,4.8,7.1,12.3,1023.4,69,3.3,12
1970,22103,2017,2,12,1,2.5,1,4,5.8,8.9,1028,62,5.1,12.1
1971,22103,2017,2,13,0.7,2.1,24,3.7,9.1,7.2,1030.3,56,7.2,10.1
1972,22103,2017,2,14,0.9,2.2,4,4.8,5.8,7.4,1031.4,57,7.7,10.6
1973,22103,2017,2,15,0.4,1.2,1,5.6,9.1,3.3,1029.6,57,9.5,12.3
1974,22103,2017,2,16,1.2,3.6,22,4.9,7.1,8.5,1021.3,73,15.5,15.9
1975,22103,2017,2,17,1.8,4,6,5.5,7.1,10.1,1019.1,67,11.6,15.1
1976,22103,2017,2,18,1.3,2.8,3,4.4,5.8,9.9,1024.2,57,5.8,15
1977,22103,2017,2,19,1.3>,6.3>,24>,5.6,8,7.3,1018.1,59,10.5,14.1
1978,22103,2017,2,20,2.5,7.9,2,6.5,8,11.8,1014,69,9.6,12.9
1979,22103,2017,2,중순,1.3,3.6,,5,7.3,8.7,1023.9,63,8.6,13
1980,22103,2017,2,21,1,2.1,1,5.6,9.1,7.3,1027.7,68,7.4,13.9
1981,22103,2017,2,22,1.9,4.5,17,6.6,8,9.2,1013.8,87,13,15.8
1982,22103,2017,2,23,1.9,4.1,6,5.1,8,12.4,1016.7,68,6.2,14.5
1983,22103,2017,2,24,1.2,3,4,4.2,5.3,9.1,1023.5,59,5.3,13.6
1984,22103,2017,2,25,0.8,1.7,18,4.1,4.6,7.8,1022.8,65,8.3,11.9
1985,22103,2017,2,26,0.6,1.2,2,4,5.8,5.4,1023.6,57,8.9,11.4
1986,22103,2017,2,27,0.5,1.2,9,4.2,5.8,4.4,1025.4,64,9.8,13.1
1987,22103,2017,2,28,0.4,1,5,5.5,7.1,2.9,1024.6,53,10.6,15.8
1988,22103,2017,2,하순,1,2.4,,4.9,6.7,7.3,1022.3,65,8.7,13.8
1989,22103,2017,2,월,1.2,2.9,,4.9,6.8,8.3,1022.3,64,8,13.6
1990,22103,2017,3,1,0.5,3.7,24,4.1,5.8,4.5,1016.7),63,11.9,14.3
1991,22103,2017,3,2,2,5,5,6,8,12.1,1014.9,69,6.8,12.5
1992,22103,2017,3,3,0.8,2.3,1,5.7,9.1,5.1,1019.8,58,8.1,12.3
1993,22103,2017,3,4,0.4,1,1,6.8,10.7,2.2,1018.3,66,10.9,12.4
1994,22103,2017,3,5,0.4,1.2,24,6.9,10.7,4,1015.3,66,11.4,13.2
1995,22103,2017,3,6,1.3,3.4,20,4.3,4.9,10.7,1014.5,54,7.5,12.9
1996,22103,2017,3,7,1.1,3.3,19,4,4.9,9.2,1016.6,62,5.2,13.2
1997,22103,2017,3,8,1.4,3.1,4,5.1,6.4,9.9,1016.4,62,6.3,13.5
1998,22103,2017,3,9,1.4,3.1,21,5.6,7.1,10.2,1015.3,54,9.5,13.6
1999,22103,2017,3,10,0.9,2.5,1,5,6.4,6.6,1018.9,53,11,13.6
2000,22103,2017,3,상순,1,2.9,,5.4,7.4,7.5,1016.7,61,8.9,13.2
2001,22103,2017,3,11,0.3,0.8,1,4.5,6.4,3,1022.7,53,12,13.4
2002,22103,2017,3,12,0.3,0.7,24,5.1,9.1,2.8,1020.6,72,13,13.8
2003,22103,2017,3,13,0.5,1.5,23,4.5,8,5.2,1015.9,59,12.5,13.8
2004,22103,2017,3,14,1.2,2.9,22,4.7,6.4,9.6,1016.7,59,10.3,12.7
2005,22103,2017,3,15,0.8,2.6,1,6.6,10.7,4.1,1022.4,47,9.1,13.2
2006,22103,2017,3,16,0.6,1.6,12,8.8,10.7,3.3,1021.4,62,10.8,14.1
2007,22103,2017,3,17,0.5,1.4,8,6.4,9.1,3.5,1022.7,55,10.9,13.6
2008,22103,2017,3,18,0.3,0.7,4,7,12.8,3.1,1023.5,63,12.7,14.7
2009,22103,2017,3,19,0.5>,1.2,24,6,12.8,5.1,1024.1,63,13.6,14.7
2010,22103,2017,3,20,1.3,3.1,23,5.6,7.1,9.1,1016.6,81,13.5,15
2011,22103,2017,3,중순,0.6,1.7,,5.9,9.3,4.9,1020.7,61,11.8,13.9
2012,22103,2017,3,21,1.4,3.1,2,5.6,8,10.4,1015.3,67,10.9,14.3
2013,22103,2017,3,22,0.7,1.9,2,6.3,8,3.9,1020.3,65,10.6,13.8
2014,22103,2017,3,23,0.5,1.2,22,3.8,8,5.7,1019,57,13.1,13.8
2015,22103,2017,3,24,0.8,1.9,15,4.6,5.8,7.2,1019.8,71,13.4,13.7
2016,22103,2017,3,25,1,1.9,15,4.9,5.8,6.7,1018.3,76,11.6,13.7
2017,22103,2017,3,26,0.7,1.8,23,4,5.3,6.3,1018,68,10.5,13.8
2018,22103,2017,3,27,1.1,2.2,16,5.2,5.8,8.4,1020.9,68,10.6,13.9
2019,22103,2017,3,28,0.5,1.4,1,5.1,7.1,3.6,1023.2,55,11.8,14.4
2020,22103,2017,3,29,1.1,3.1,21,4.9,7.1,7.2,1020.3,88,12.7,15.2
2021,22103,2017,3,30,0.6>,1.8>,01>,5.3>,5.8>,3.1>,1020.1),78),13.1),14.8)
2022,22103,2017,3,31,0.8,1.8,15,5.4,7.1,6.1,1017.2,78,12.3,14.1
2023,22103,2017,3,하순,0.8,2,,5,6.7,6.2,1019.3,70,11.9,14.1
2024,22103,2017,3,월,0.8,2.2,,5.4,7.8,6.2,1018.9,64,10.9,13.7
2025,22103,2017,4,1,0.8,2.3,23,5.8,7.1,6,1015.1,73,11.9,14.1
2026,22103,2017,4,2,0.7,1.9,2,4.3,6.4,7.1,1018.4,56,12.6,13.9
2027,22103,2017,4,3,0.8,1.7,20,3.8,5.8,7.3,1022.9,60,13.8,13.7
2028,22103,2017,4,4,0.5,1.3,1,3.7,5.3,3.3,1023.9],71,15.5,14.5
2029,22103,2017,4,5,1.1,3.7,21,4.8,7.1,5.9,1018.3,89,16.9,14.2
2030,22103,2017,4,6,2.1,5.1,6,7.1,8,5.5,1012.6,97,16.1,14.3
2031,22103,2017,4,7,1.2>,2.7>,05>,7.3>,8.0>,3.9>,1013.0),94),14.9),14.6)
2032,22103,2017,4,8,0.9>,2.3>,05>,7.0>,8.0>,4.8>,1011.1),89),15.6),14.7)
2033,22103,2017,4,9,1.4>,4.1>,22>,5.5>,7.1>,8.9>,1011.8),79),15.2),14.6)
2034,22103,2017,4,10,2.5>,5.3>,19>,7.0>,8.0>,13.9>,1009.8),84),13.8),14.4)
2035,22103,2017,4,상순,1.2,3,,5.6,7.1,6.7,1015.7,79,14.6,14.3
2036,22103,2017,4,11,1.3,3,1,5.7,8,8.7,1005.6,78,14.1,14.2
2037,22103,2017,4,12,0.9,2.2,2,4.7,7.1,7.7,1013.8,49,15,14.3
2038,22103,2017,4,13,0.7,1.5,16,4,4.9,6.5,1018.9,67,14.8,14.2
2039,22103,2017,4,14,1,2.7,16,4.6,5.3,5.7,1015.4,79,16.8,14.2
2040,22103,2017,4,15,0.8,2.5,1,5.1,5.8,3.3,1014.9,94,16.3,14.4
2041,22103,2017,4,16,0.5>,0.9>,01>,5.2>,5.8>,2.0>,1014.8),x,15.1),14.8)
2042,22103,2017,4,17,1.3,3.6,18,6,8,7.5,1001,97],16.3,14.5
2043,22103,2017,4,18,1.5,3,24,6.8,8,7,1001.6,85,15.4,14.4
2044,22103,2017,4,19,1.0>,2.4>,05>,5.2>,7.1>,7.7>,1010.5),61),14.8),14.2)
2045,22103,2017,4,20,0.4>,0.9>,04>,6.2>,9.1>,2.3>,1011.7),79),15.5),14.5)
2046,22103,2017,4,중순,0.9,2.3,,5.4,6.9,5.8,1010.8,77,15.4,14.4
2047,22103,2017,4,21,0.8,1.6,3,5.8,7.1,3.3,1009.8,81,15.3,14.7
2048,22103,2017,4,22,0.6,1.4,6,4.9,6.4,3.9,1012.7,85,15.4,14.6
2049,22103,2017,4,23,0.4,0.9,2,4.3,5.3,1.6,1017.7,83,16,15.4
2050,22103,2017,4,24,0.3,1.1,24,5,9.1,2.6,1019.8,88,16.6,15.3
2051,22103,2017,4,25,1.3,2.6,3,6.7,7.1,2.1,1018.9,97,17.5,14.9
2052,22103,2017,4,26,0.7,1.5,1,6.3,7.1,3.3,1014.7,x,16.2,15
2053,22103,2017,4,27,0.9,2.1,3,5.9,9.1,8,1012.3,57,15.2,14.1
2054,22103,2017,4,28,0.7,1.8,23,4,4.6,7,1009.3,80,15.2,14.3
2055,22103,2017,4,29,0.8,1.7,4,5.2,5.8,4.8,1008.9,87,15.7,14.3
2056,22103,2017,4,30,1.0>,2.3>,15>,5.0>,5.8>,3.4>,1010.8),76),17.1),14.4)
2057,22103,2017,4,하순,0.8,1.7,,5.3,6.7,4,1013.5,82,16,14.7
2058,22103,2017,4,월,1,2.3,,5.4,6.9,5.5,1013.3,79,15.4,14.5
2059,22103,2017,5,1,1.1,2.3,8,5.2,5.8,5.6,1016.5,92,15.8,14.6
2060,22103,2017,5,2,1,2.1,14,5.2,5.8,7.7,1021.1,87,15.9,14.6
2061,22103,2017,5,3,0.8,1.8,4,5.4,6.4,4.9,1021,92,16.1,14.6
2062,22103,2017,5,4,1,2.1,13,7,9.1,3.8,1016.3,94,16.4,14.8
2063,22103,2017,5,5,1.1,2.3,18,7.5,9.1,4.3,1013.8,98,16.5,14.8
2064,22103,2017,5,6,0.8,1.7,1,6.4,9.1,5.6,1015.6,75,17,15
2065,22103,2017,5,7,0.7,1.9,20,3.9,8,7,1016.1,80,16.2,14.9
2066,22103,2017,5,8,0.4,1.7,2,5.5,9.1,3.8,1014.7,84,16.6,14.9
2067,22103,2017,5,9,1.1,3.1,15,4.6,6.4,6.5,1010,91,15.4,14.3
2068,22103,2017,5,10,1.3,2.6,14,6.5,8,5.7,1011.2,93,15.3,14.1
2069,22103,2017,5,상순,0.9,2.2,,5.7,7.7,5.5,1015.6,89,16.1,14.7
2070,22103,2017,5,11,0.9>,2.3>,14>,5.0>,6.4>,4.3>,1013.3),93),16.8),14.3)
2071,22103,2017,5,12,0.6,1.7,3,4.2,5.3,3.6,1009.9,96,16.7,14.4
2072,22103,2017,5,13,0.7,1.6,13,6.3,7.1,3.3,1007.9,95,16.4,14.9
2073,22103,2017,5,14,0.8>,1.6>,03>,5.3>,7.1>,6.6>,1011.1),92),15.7),14.5)
2074,22103,2017,5,15,0.5,1.1,1,3.3,5.3,5.6,1013.9,80,15.9,14.5
2075,22103,2017,5,16,0.5,1.2,22,4.3,8,5.4,1011,84,16.1,14.9
2076,22103,2017,5,17,0.3,0.7,1,5.6,8,3.9,1011.3,86,16.7,15.4
2077,22103,2017,5,18,0.3,0.7,6,3.4,7.1,3.3,1015.7,87,17.3,15.9
2078,22103,2017,5,19,0.3,0.6,2,4.8,8,3.9,1016.8,83,17.7,15.9
2079,22103,2017,5,20,0.3,0.5,1,6.3,8,3.1,1015.9,88,18,15.9
2080,22103,2017,5,중순,0.5,1.2,,4.9,7,4.3,1012.7,88,16.7,15.1
2081,22103,2017,5,21,0.3,1.4,23,5.8,7.1,1.6,1015.2,89,19,16.3
2082,22103,2017,5,22,0.7,1.9,13,6.1,7.1,1.8,1014.2,94,19.1,17.7
2083,22103,2017,5,23,0.6,1.3,8,6.7,8,2.5,1011.1,98,18.2,17.1
2084,22103,2017,5,24,0.5,1.1,1,7.4,8,1.5,1007.7,98,18.7,17.3
2085,22103,2017,5,25,0.5,1.4,23,6.4,8,4.4,1006.1,86],18,16.4
2086,22103,2017,5,26,0.8,1.7,16,3.9,4.9,7.1,1008,68,17.1,15.4
2087,22103,2017,5,27,0.5,1.1,1,6.2,9.1,3.1,1012.6,80,17,16.1
2088,22103,2017,5,28,0.4,1.1,21,6.7,9.1,1.9,1014,88,18.1,16.2
2089,22103,2017,5,29,0.5,1.2,21,3.6,7.1,4.7,1012.8,89,18.5,16.3
2090,22103,2017,5,30,0.3,0.8,1,4.3,9.1,4.1,1009.9,86,18.9,16.3
2091,22103,2017,5,31,0.4,1,21,4.9,9.1,2.4,1003.9,99],18.9,16.5
2092,22103,2017,5,하순,0.5,1.3,,5.6,7.9,3.2,1010.5,89,18.3,16.5
2093,22103,2017,5,월,0.6,1.5,,5.4,7.5,4.3,1012.9,89,17.1,15.4
2094,22103,2017,6,1,0.6,1.7,21,3.9,4.6,4.7,1000.1,96,18.5,16.2
2095,22103,2017,6,2,0.5>,0.9>,01>,4.2>,6.4>,4.7>,1003.6),84),17.9),16.4)
2096,22103,2017,6,3,0.5,1.1,18,5.3,10.7,4.1,1007.6],86,18.3,16.7
2097,22103,2017,6,4,0.5,1,2,8.7,10.7,2.4,1010.8,85,19,17.5
2098,22103,2017,6,5,0.5,1.7,23,7.5,10.7,3.7,1014.9,91,19.2,17.8
2099,22103,2017,6,6,1.4,4.8,24,5.4,7.1,7.6,1012.9,92,18.9,17
2100,22103,2017,6,7,2.2,5.9,6,7.8,9.1,7,1007.1,93,18.9,17.4
2101,22103,2017,6,8,0.8,1.8,2,5.3,7.1,6.4,1010.3,90,18.2,16.7
2102,22103,2017,6,9,0.4,1,1,3.1,4.9,4.9,1009.4,91,18.4,16.9
2103,22103,2017,6,10,0.4,1,9,3.6,4.6,1.7,1007.8,97,19.5,17.2
2104,22103,2017,6,상순,0.8,2.1,,5.5,7.6,4.7,1008.5,91,18.7,17
2105,22103,2017,6,11,0.7,1.5,5,5,8,2.4,1008.3,93,18.7,17.3
2106,22103,2017,6,12,1.4,3.5,20,6.6,8,7.7,1013.7,83,18.7,17.3
2107,22103,2017,6,13,1.1,2.5,1,6,7.1,5.2,1014.2,87,18.6,17.9
2108,22103,2017,6,14,0.5,1,3,5.9,9.1,2.7,1010.8,87,19.5,18.6
2109,22103,2017,6,15,0.7,1.4,14,4.5,9.1,6.4,1008.5,86,19.8,17.8
2110,22103,2017,6,16,0.7,1.4,14,5.9,9.1,4.3,1010.4,92,19.2,17.5
2111,22103,2017,6,17,0.8,1.8,13,5.7,6.4,3.9,1010.7,93,19.1,17.9
2112,22103,2017,6,18,0.5,1,1,5.6,7.1,3.3,1010.2,91,20.7,20.1
2113,22103,2017,6,19,0.5,1.1,14,6.9,8,3.4,1009.6,92,21.5,20.1
2114,22103,2017,6,20,1,3.7,22,6.2,8,5.3,1004.3,95,20.7,18.5
2115,22103,2017,6,중순,0.8,1.9,,5.8,8,4.5,1010.1,90,19.7,18.3
2116,22103,2017,6,21,1.1,2.6,1,7.7,9.1,3.5,1006.2,94,20.5,18.7
2117,22103,2017,6,22,0.7,1.6,10,6.8,7.1,2.2,1008.6,96,20.9,19.5
2118,22103,2017,6,23,0.5,1.2,21,6,7.1,1.5,1006.6,96,21.3,20.5
2119,22103,2017,6,24,0.6,1.2,24,5.9,6.4,2.8,1002.8,97,22.1,21.8
2120,22103,2017,6,25,0.7,1.9,22,5.9,6.4,1.1,1002.7,96,21,20.1
2121,22103,2017,6,26,0.7,1.6,4,6.2,7.1,2.8,1006.4,98,20.9,18.5
2122,22103,2017,6,27,0.7,1.7,14,6.7,8,3.2,1009.8,97,21.1,19.6
2123,22103,2017,6,28,0.5,1,3,6.8,8,1.4,1012.3,98),21.5,21.1
2124,22103,2017,6,29,0.5,1.7,22,5.3,7.1,2.8,1011.2,98,22,20.7
2125,22103,2017,6,30,0.5,1.4,2,3.9,4.6,1.7,1009,96,23.5,22.2
2126,22103,2017,6,하순,0.7,1.6,,6.1,7.1,2.3,1007.6,97,21.5,20.3
2127,22103,2017,6,월,0.7,1.9,,5.8,7.6,3.8,1008.7,92,19.9,18.5
2128,22103,2017,7,1,0.6,1.4,18,4.8,8,3.1,1009,99,23.2,20
2129,22103,2017,7,2,0.8,1.6,15,4.3,7.1,5.4,1009.5,98],23.9,19.5
2130,22103,2017,7,3,1,2,3,5.1,6.4,4.8,1008.8,98,23.8,20.2
2131,22103,2017,7,4,1.2,3,16,7.8,12.8,2.7,1007,99,23.1,20.2
2132,22103,2017,7,5,0.9,1.9,1,6.6,8,2.3,1010.3,98],23.8,20.6
2133,22103,2017,7,6,0.6,1.3,24,5.3,5.8,2.6,1010.9,98,22.5,21.2
2134,22103,2017,7,7,0.8,1.9,24,5.4,6.4,4.2,1009.4,97,26.4,23.9
2135,22103,2017,7,8,1.3,2.4,8,6.5,7.1,4,1008.5,96,26,24.2
2136,22103,2017,7,9,1.2,2.3,1,7,7.1,3.9,1007.2,96,26.4,24.9
2137,22103,2017,7,10,1.7,3.3,19,6.8,8,8.1,1004.4),94,26.6,22.8
2138,22103,2017,7,상순,1,2.1,,6,7.7,4.1,1008.5,97,24.6,21.8
2139,22103,2017,7,11,1.5,3.7,4,7.3,8,2.9,1008.5,97,23.7,22.7
2140,22103,2017,7,12,0.8,1.8,2,6.5,7.1,1.9,1010.4,97,24.2,23.5
2141,22103,2017,7,13,0.5,1.2,3,5.5>,6.4>,1.5,1008.5,96,25.1,22.4
2142,22103,2017,7,14,0.6>,1.1>,20>,5.1>,5.8>,2.1>,1008.9],97],25.2],22.8]
2143,22103,2017,7,15,0.8>,1.6>,14>,5.0>,5.8>,4.3>,1011.0),95),27.7),24.5)
2144,22103,2017,7,16,0.8,1.9,6,5.7,6.4,4.5,1013,94,28.2,26.3
2145,22103,2017,7,17,0.8,1.8,4,5.6,5.8,2.4,1012.9,94,27.2,25.6
2146,22103,2017,7,18,0.7,1.5,19,5.4,5.8,2.6,1010.1,97,24.9,23.2
2147,22103,2017,7,19,0.7>,1.6>,06>,6.2>,7.1>,2.4>,1006.8],95],25.1],22.7]
2148,22103,2017,7,20,0.6,1.2,8,5.9,6.4,1.7,1007.5,95,26.2,23.8
2149,22103,2017,7,중순,0.8,1.7,,5.8,6.5,2.6,1009.8,96,25.8,23.8
